animal_id	animal_type	animal_breed	month	year	census_tract	council_district	intake_type	intake_date	outcome_type	outcome_date	chip_status	animal_origin
33057	CAT	DOMESTIC SH	AUG	2017	21638	12	OWNER SURRENDER	8/20/2017	ADOPTION	8/24/2017	SCAN NO CHIP	OVER THE COUNTER
33058	DOG	PIT BULL	JUN	2017	17004	8	STRAY	6/5/2017	EUTHANIZED	6/17/2017	SCAN NO CHIP	FIELD
33059	DOG	CATAHOULA	AUG	2017	7815	13	STRAY	8/7/2017	ADOPTION	8/16/2017	SCAN NO CHIP	OVER THE COUNTER
33060	DOG	LABRADOR RETR	JUL	2017	12604	9	STRAY	7/15/2017	ADOPTION	8/1/2017	SCAN NO CHIP	FIELD
33061	CAT	DOMESTIC SH	JUL	2017	19900	1	LOST REPORT	7/1/2017	LOST REPORT	7/14/2017	UNABLE TO SCAN	OVER THE COUNTER
33062	WILDLIFE	OPOSSUM	MAR	2017	20500	6	WILDLIFE	3/24/2017	WILDLIFE	3/25/2017	UNABLE TO SCAN	FIELD
33063	DOG	PIT BULL	APR	2017	5600	4	STRAY	4/12/2017	TRANSFER	4/13/2017	SCAN NO CHIP	FIELD
33064	CAT	DOMESTIC SH	MAY	2017	9104	5	OWNER SURRENDER	5/8/2017	TRANSFER	5/11/2017	SCAN NO CHIP	OVER THE COUNTER
33065	DOG	CHIHUAHUA SH	JUN	2017	6302	1	STRAY	6/14/2017	ADOPTION	6/19/2017	SCAN NO CHIP	OVER THE COUNTER
33066	DOG	GERM SHEPHERD	AUG	2017	9900	6	FOUND REPORT	8/14/2017	FOUND REPORT	8/25/2017	UNABLE TO SCAN	OVER THE COUNTER
33067	DOG	AUST SHEPHERD	JUL	2017	75231	31	FOUND REPORT	7/19/2017	FOUND REPORT	7/30/2017	UNABLE TO SCAN	OVER THE COUNTER
33068	DOG	LABRADOR RETR	AUG	2017	10602	6	STRAY	8/10/2017	TRANSFER	8/10/2017	SCAN NO CHIP	OVER THE COUNTER
33069	DOG	AM PIT BULL TER	MAY	2017	5500	4	OWNER SURRENDER	5/22/2017	DIED	5/22/2017	SCAN NO CHIP	OVER THE COUNTER
33070	DOG	BORDER COLLIE	MAY	2017	4100	4	STRAY	5/23/2017	ADOPTION	5/31/2017	SCAN NO CHIP	FIELD
33071	WILDLIFE	OPOSSUM	MAR	2017	1400	14	WILDLIFE	3/25/2017	WILDLIFE	3/25/2017	SCAN NO CHIP	FIELD
33072	DOG	ALASKAN HUSKY	JUL	2017	11900	5	STRAY	7/6/2017	RETURNED TO OWNER	7/10/2017	SCAN NO CHIP	FIELD
33073	DOG	PIT BULL	MAY	2017	6100	4	STRAY	5/30/2017	EUTHANIZED	6/3/2017	SCAN NO CHIP	FIELD
33074	DOG	LABRADOR RETR	JUL	2017	20500	6	OWNER SURRENDER	7/21/2017	EUTHANIZED	7/29/2017	SCAN CHIP	OVER THE COUNTER
33075	DOG	CATAHOULA	MAR	2017	20500	6	OWNER SURRENDER	3/12/2017	ADOPTION	3/16/2017	SCAN NO CHIP	OVER THE COUNTER
33076	DOG	GREAT PYRENEES	SEP	2017	11701	5	STRAY	9/29/2017	ADOPTION	10/6/2017	SCAN NO CHIP	OVER THE COUNTER
33077	DOG	LABRADOR RETR	JUN	2017	11104	8	STRAY	6/28/2017	TRANSFER	7/2/2017	SCAN NO CHIP	OVER THE COUNTER
33078	DOG	GERM SHEPHERD	SEP	2017	10801	3	OWNER SURRENDER	9/27/2017	EUTHANIZED	10/1/2017	SCAN CHIP	OVER THE COUNTER
33079	DOG	PIT BULL	MAY	2017	16510	3	STRAY	5/13/2017	EUTHANIZED	5/17/2017	SCAN NO CHIP	FIELD
33080	CAT	DOMESTIC SH	JUL	2017	75243	43	FOUND REPORT	7/26/2017	FOUND REPORT	8/7/2017	UNABLE TO SCAN	OVER THE COUNTER
33081	DOG	GERM SHEPHERD	SEP	2017	2500	2	STRAY	9/12/2017	TRANSFER	9/19/2017	SCAN NO CHIP	FIELD
33082	DOG	YORKSHIRE TERR	JUL	2017	6402	1	FOUND REPORT	7/25/2017	FOUND REPORT	8/2/2017	SCAN NO CHIP	OVER THE COUNTER
33083	DOG	CHIHUAHUA SH	SEP	2017	11702	5	STRAY	9/15/2017	RETURNED TO OWNER	9/15/2017	UNABLE TO SCAN	FIELD
33084	DOG	GERM SHEPHERD	AUG	2017	6700	1	STRAY	8/23/2017	EUTHANIZED	8/27/2017	SCAN NO CHIP	SWEEP
33085	DOG	CHIHUAHUA SH	JUL	2017	9604	13	OWNER SURRENDER	7/25/2017	ADOPTION	8/1/2017	SCAN CHIP	OVER THE COUNTER
33086	DOG	AMERICAN STAFF	APR	2017	4100	4	STRAY	4/13/2017	EUTHANIZED	4/25/2017	SCAN NO CHIP	FIELD
33087	DOG	AUST SHEPHERD	MAY	2017	16701	8	STRAY	5/17/2017	ADOPTION	5/22/2017	SCAN NO CHIP	FIELD
33088	DOG	TOY FOX TERRIER	JUL	2017	12701	9	STRAY	7/28/2017	ADOPTION	8/1/2017	SCAN NO CHIP	FIELD
33089	DOG	CHIHUAHUA SH	JUN	2017	8400	7	OWNER SURRENDER	6/21/2017	TRANSFER	6/26/2017	SCAN NO CHIP	OVER THE COUNTER
33090	DOG	WEST HIGHLAND	MAY	2017	12702	9	STRAY	5/11/2017	TRANSFER	5/15/2017	SCAN NO CHIP	FIELD
33091	DOG	CHIHUAHUA SH	APR	2017	5400	4	LOST REPORT	4/25/2017	LOST REPORT	5/7/2017	SCAN NO CHIP	OVER THE COUNTER
33092	CAT	DOMESTIC SH	JUN	2017	6700	1	STRAY	6/13/2017	EUTHANIZED	6/13/2017	SCAN NO CHIP	OVER THE COUNTER
33093	DOG	ALASK MALAMUTE	MAR	2017	5400	4	STRAY	3/2/2017	RETURNED TO OWNER	3/2/2017	SCAN NO CHIP	FIELD
33094	DOG	PIT BULL	MAY	2017	75217	17	LOST REPORT	5/8/2017	LOST REPORT	6/22/2017	UNABLE TO SCAN	OVER THE COUNTER
33095	DOG	RAT TERRIER	MAR	2017	6402	1	STRAY	3/30/2017	RETURNED TO OWNER	3/31/2017	SCAN CHIP	SWEEP
33096	DOG	ROTTWEILER	JUN	2017	8704	4	STRAY	6/15/2017	RETURNED TO OWNER	6/15/2017	SCAN NO CHIP	SWEEP
33097	LIVESTOCK	POTBELLY PIG	APR	2017	2000	1	STRAY	4/22/2017	ADOPTION	4/24/2017	UNABLE TO SCAN	FIELD
33098	CAT	DOMESTIC SH	APR	2017	12604	9	STRAY	4/15/2017	TRANSFER	4/18/2017	SCAN NO CHIP	OVER THE COUNTER
33099	DOG	BOXER	MAR	2017	17004	8	STRAY	3/22/2017	RETURNED TO OWNER	3/22/2017	SCAN NO CHIP	SWEEP
33100	CAT	DOMESTIC SH	APR	2017	75252	52	LOST REPORT	4/13/2017	LOST REPORT	4/24/2017	UNABLE TO SCAN	OVER THE COUNTER
33101	DOG	CHIHUAHUA SH	JUL	2017	31713	12	CONFISCATED	7/27/2017	ADOPTION	8/7/2017	SCAN CHIP	FIELD
33102	DOG	LABRADOR RETR	SEP	2017	4900	4	STRAY	9/7/2017	EUTHANIZED	9/7/2017	SCAN NO CHIP	FIELD
33103	DOG	CHIHUAHUA SH	JUN	2017	12000	7	STRAY	6/21/2017	RETURNED TO OWNER	6/23/2017	SCAN NO CHIP	SWEEP
33104	DOG	AKITA	MAR	2017	16510	3	STRAY	3/10/2017	TRANSFER	3/21/2017	SCAN NO CHIP	FIELD
33105	WILDLIFE	SQUIRREL	MAR	2017	21635	12	WILDLIFE	3/11/2017	WILDLIFE	3/11/2017	SCAN NO CHIP	OVER THE COUNTER
33106	CAT	DOMESTIC SH	SEP	2017	11900	5	STRAY	9/2/2017	TRANSFER	9/7/2017	SCAN NO CHIP	OVER THE COUNTER
33107	DOG	AM PIT BULL TER	APR	2017	20500	6	OWNER SURRENDER	4/29/2017	TRANSFER	5/13/2017	SCAN CHIP	OVER THE COUNTER
33108	CAT	DOMESTIC LH	JUN	2017	12800	9	STRAY	6/9/2017	TRANSFER	6/13/2017	SCAN NO CHIP	FIELD
33109	DOG	PARSON RUSS TER	SEP	2017	9401	2	STRAY	9/16/2017	TRANSFER	9/17/2017	SCAN NO CHIP	OVER THE COUNTER
33110	DOG	PIT BULL	NOV	2016	12400	9	OWNER SURRENDER	11/14/2016	EUTHANIZED	11/14/2016	SCAN NO CHIP	OVER THE COUNTER
33111	DOG	PIT BULL	SEP	2017	12601	9	STRAY	9/7/2017	EUTHANIZED	9/7/2017	SCAN NO CHIP	OVER THE COUNTER
33112	DOG	CAIRN TERRIER	FEB	2017	10101	6	STRAY	2/24/2017	RETURNED TO OWNER	2/24/2017	SCAN NO CHIP	SWEEP
33113	CAT	DOMESTIC SH	MAY	2017	17102	8	STRAY	5/29/2017	EUTHANIZED	5/29/2017	SCAN NO CHIP	FIELD
33114	DOG	GERM SH POINT	MAY	2017	1800	14	STRAY	5/30/2017	TRANSFER	6/5/2017	SCAN NO CHIP	FIELD
33115	DOG	PIT BULL	SEP	2017	2701	7	OWNER SURRENDER	9/14/2017	TRANSFER	9/16/2017	SCAN NO CHIP	OVER THE COUNTER
33116	DOG	PIT BULL	MAY	2017	11701	5	STRAY	5/9/2017	EUTHANIZED	5/13/2017	SCAN NO CHIP	FIELD
33117	DOG	CHIHUAHUA SH	AUG	2017	10000	2	STRAY	8/16/2017	RETURNED TO OWNER	8/16/2017	SCAN NO CHIP	SWEEP
33118	DOG	CATAHOULA	APR	2017	5700	4	STRAY	4/20/2017	ADOPTION	5/5/2017	SCAN NO CHIP	FIELD
33119	DOG	CHIHUAHUA SH	SEP	2017	9802	6	STRAY	9/16/2017	RETURNED TO OWNER	9/16/2017	SCAN NO CHIP	SWEEP
33120	CAT	DOMESTIC MH	JUN	2017	10701	6	STRAY	6/23/2017	EUTHANIZED	6/24/2017	UNABLE TO SCAN	OVER THE COUNTER
33121	DOG	CAIRN TERRIER	JUN	2017	75218	18	FOUND REPORT	6/27/2017	FOUND REPORT	7/8/2017	UNABLE TO SCAN	OVER THE COUNTER
33122	CAT	DOMESTIC SH	SEP	2017	5400	4	OWNER SURRENDER	9/16/2017	EUTHANIZED	9/23/2017	SCAN NO CHIP	OVER THE COUNTER
33123	DOG	PIT BULL	MAR	2017	9304	8	STRAY	3/13/2017	EUTHANIZED	3/26/2017	SCAN NO CHIP	FIELD
33124	DOG	CHIHUAHUA SH	SEP	2017	8703	4	STRAY	9/19/2017	ADOPTION	9/25/2017	SCAN NO CHIP	SWEEP
33125	DOG	GREAT PYRENEES	FEB	2017	11800	5	STRAY	2/24/2017	ADOPTION	3/4/2017	SCAN NO CHIP	FIELD
33126	DOG	CHOW CHOW	JUN	2017	11900	5	STRAY	6/23/2017	EUTHANIZED	6/27/2017	SCAN NO CHIP	FIELD
33127	DOG	LABRADOR RETR	JUL	2017	5600	4	STRAY	7/11/2017	RETURNED TO OWNER	7/11/2017	SCAN CHIP	SWEEP
33128	DOG	LABRADOR RETR	AUG	2017	6001	4	STRAY	8/3/2017	RETURNED TO OWNER	8/3/2017	SCAN NO CHIP	FIELD
33129	DOG	PIT BULL	AUG	2017	20300	7	STRAY	8/25/2017	EUTHANIZED	8/29/2017	SCAN CHIP	FIELD
33130	DOG	PIT BULL	AUG	2017	10703	6	STRAY	8/25/2017	ADOPTION	8/31/2017	SCAN NO CHIP	OVER THE COUNTER
33131	CAT	DOMESTIC MH	AUG	2017	6900	1	OWNER SURRENDER	8/7/2017	FOSTER	8/16/2017	SCAN NO CHIP	OVER THE COUNTER
33132	CAT	DOMESTIC SH	APR	2017	4201	1	STRAY	4/20/2017	FOSTER	4/22/2017	UNABLE TO SCAN	FIELD
33133	CAT	DOMESTIC SH	JUN	2017	6302	1	STRAY	6/4/2017	ADOPTION	6/9/2017	SCAN NO CHIP	OVER THE COUNTER
33134	DOG	PIT BULL	MAY	2017	3902	7	STRAY	5/31/2017	TRANSFER	6/19/2017	SCAN NO CHIP	SWEEP
33135	DOG	AMER ESKIMO	AUG	2017	12500	9	LOST REPORT	8/28/2017	LOST REPORT	9/8/2017	UNABLE TO SCAN	OVER THE COUNTER
33136	DOG	AMER BULLDOG	APR	2017	6700	3	STRAY	4/24/2017	ADOPTION	5/3/2017	SCAN NO CHIP	OVER THE COUNTER
33137	CAT	DOMESTIC SH	SEP	2017	6402	1	STRAY	9/30/2017	OTHER	NA	SCAN NO CHIP	OVER THE COUNTER
33138	DOG	PIT BULL	SEP	2017	6302	1	STRAY	9/12/2017	TRANSFER	9/12/2017	SCAN NO CHIP	FIELD
33139	DOG	PIT BULL	JUL	2017	5901	4	OWNER SURRENDER	7/29/2017	EUTHANIZED	7/30/2017	SCAN CHIP	OVER THE COUNTER
33140	DOG	LABRADOR RETR	SEP	2017	11701	5	CONFISCATED	9/7/2017	RETURNED TO OWNER	9/17/2017	SCAN CHIP	FIELD
33141	DOG	GERM SHEPHERD	MAY	2017	10102	6	OWNER SURRENDER	5/19/2017	ADOPTION	5/25/2017	SCAN NO CHIP	OVER THE COUNTER
33142	DOG	CHIHUAHUA SH	JUL	2017	11701	5	STRAY	7/31/2017	TRANSFER	8/3/2017	SCAN NO CHIP	FIELD
33143	DOG	SIBERIAN HUSKY	APR	2017	9304	8	STRAY	4/13/2017	EUTHANIZED	4/17/2017	SCAN NO CHIP	FIELD
33144	CAT	DOMESTIC SH	MAY	2017	6700	1	STRAY	5/16/2017	TRANSFER	5/19/2017	SCAN NO CHIP	OVER THE COUNTER
33145	DOG	PIT BULL	APR	2017	9201	5	STRAY	4/19/2017	ADOPTION	5/1/2017	SCAN NO CHIP	FIELD
33146	CAT	DOMESTIC SH	AUG	2017	4100	4	OWNER SURRENDER	8/21/2017	EUTHANIZED	8/30/2017	SCAN NO CHIP	OVER THE COUNTER
33147	BIRD	BLACKBIRD	JUN	2017	3101	14	WILDLIFE	6/19/2017	WILDLIFE	6/19/2017	UNABLE TO SCAN	FIELD
33148	DOG	LABRADOR RETR	APR	2017	4300	6	LOST REPORT	4/3/2017	LOST REPORT	4/23/2017	UNABLE TO SCAN	OVER THE COUNTER
33149	DOG	DUTCH SHEEPDOG	AUG	2017	11001	3	OWNER SURRENDER	8/26/2017	ADOPTION	8/28/2017	SCAN CHIP	OVER THE COUNTER
33150	CAT	DOMESTIC SH	NOV	2016	12604	9	STRAY	11/14/2016	ADOPTION	11/21/2016	SCAN NO CHIP	OVER THE COUNTER
33151	DOG	CHIHUAHUA SH	JUN	2017	9101	5	STRAY	6/16/2017	ADOPTION	6/20/2017	SCAN NO CHIP	SWEEP
33152	DOG	PIT BULL	SEP	2017	8900	4	CONFISCATED	9/3/2017	EUTHANIZED	9/17/2017	SCAN CHIP	FIELD
33153	DOG	DACHSHUND	JUN	2017	7202	2	STRAY	6/16/2017	ADOPTION	6/20/2017	SCAN NO CHIP	OVER THE COUNTER
33154	DOG	PIT BULL	MAR	2017	5400	4	STRAY	3/5/2017	ADOPTION	3/16/2017	SCAN NO CHIP	FIELD
33155	DOG	TOY FOX TERRIER	SEP	2017	20400	2	CONFISCATED	9/7/2017	TRANSFER	9/7/2017	SCAN NO CHIP	FIELD
33156	DOG	PIT BULL	AUG	2017	3902	7	STRAY	8/17/2017	RETURNED TO OWNER	8/17/2017	UNABLE TO SCAN	SWEEP
33157	CAT	DOMESTIC SH	NOV	2016	12604	9	STRAY	11/14/2016	ADOPTION	11/18/2016	SCAN NO CHIP	OVER THE COUNTER
33158	DOG	PIT BULL	JUN	2017	5600	4	OWNER SURRENDER	6/30/2017	ADOPTION	7/5/2017	SCAN NO CHIP	OVER THE COUNTER
33159	DOG	CHIHUAHUA SH	APR	2017	8701	4	STRAY	4/11/2017	ADOPTION	4/18/2017	SCAN NO CHIP	FIELD
33160	DOG	CHIHUAHUA SH	AUG	2017	6402	1	OWNER SURRENDER	8/18/2017	ADOPTION	8/23/2017	SCAN NO CHIP	OVER THE COUNTER
33161	DOG	AMERICAN STAFF	NOV	2016	12204	7	STRAY	11/15/2016	TRANSFER	11/15/2016	SCAN NO CHIP	OVER THE COUNTER
33162	CAT	DOMESTIC MH	JUL	2017	10804	3	OWNER SURRENDER	7/11/2017	ADOPTION	8/7/2017	SCAN NO CHIP	OVER THE COUNTER
33163	CAT	DOMESTIC SH	JUL	2017	12500	9	STRAY	7/24/2017	DEAD ON ARRIVAL	7/24/2017	SCAN NO CHIP	FIELD
33164	DOG	LABRADOR RETR	JUL	2017	17101	8	OWNER SURRENDER	7/28/2017	EUTHANIZED	7/29/2017	SCAN NO CHIP	OVER THE COUNTER
33165	DOG	BICHON FRISE	SEP	2017	20400	2	CONFISCATED	9/2/2017	TRANSFER	9/2/2017	SCAN NO CHIP	FIELD
33166	DOG	CAIRN TERRIER	NOV	2016	12301	7	OWNER SURRENDER	11/30/2016	EUTHANIZED	11/30/2016	SCAN NO CHIP	OVER THE COUNTER
33167	CAT	DOMESTIC MH	MAY	2017	12701	9	OWNER SURRENDER	5/13/2017	TRANSFER	5/30/2017	SCAN NO CHIP	OVER THE COUNTER
33168	DOG	PIT BULL	JUL	2017	20500	6	OWNER SURRENDER	7/3/2017	ADOPTION	7/5/2017	SCAN CHIP	OVER THE COUNTER
33169	DOG	CHIHUAHUA SH	JUL	2017	10601	6	STRAY	7/9/2017	RETURNED TO OWNER	7/9/2017	SCAN NO CHIP	SWEEP
33170	DOG	CHIHUAHUA SH	SEP	2017	5400	4	STRAY	9/22/2017	TRANSFER	9/26/2017	SCAN NO CHIP	SWEEP
33171	DOG	GERM SHEPHERD	MAY	2017	4300	6	STRAY	5/4/2017	ADOPTION	5/10/2017	SCAN NO CHIP	OVER THE COUNTER
33172	DOG	MALTESE	SEP	2017	75214	14	FOUND REPORT	9/15/2017	FOUND REPORT	9/19/2017	UNABLE TO SCAN	OVER THE COUNTER
33173	DOG	ALASKAN HUSKY	JUL	2017	11101	8	STRAY	7/29/2017	ADOPTION	8/8/2017	SCAN NO CHIP	FIELD
33174	DOG	LABRADOR RETR	APR	2017	16511	3	OWNER SURRENDER	4/21/2017	ADOPTION	4/27/2017	SCAN NO CHIP	OVER THE COUNTER
33175	CAT	DOMESTIC SH	MAR	2017	31709	12	FOSTER	3/20/2017	TRANSFER	3/20/2017	SCAN NO CHIP	OVER THE COUNTER
33176	CAT	DOMESTIC SH	JUN	2017	20500	6	FOSTER	6/10/2017	EUTHANIZED	6/10/2017	SCAN NO CHIP	OVER THE COUNTER
33177	DOG	CHIHUAHUA SH	SEP	2017	11800	5	STRAY	9/2/2017	ADOPTION	9/6/2017	SCAN NO CHIP	OVER THE COUNTER
33178	DOG	PIT BULL	APR	2017	3800	7	STRAY	4/20/2017	RETURNED TO OWNER	4/20/2017	SCAN CHIP	FIELD
33179	DOG	POODLE MIN	JUL	2017	10500	6	STRAY	7/30/2017	RETURNED TO OWNER	8/3/2017	SCAN NO CHIP	SWEEP
33180	DOG	CHIHUAHUA SH	JUL	2017	12000	7	STRAY	7/18/2017	ADOPTION	7/31/2017	SCAN NO CHIP	SWEEP
33181	DOG	WELSH CORGI CAR	DEC	2016	12302	7	STRAY	12/12/2016	TRANSFER	12/16/2016	SCAN NO CHIP	OVER THE COUNTER
33182	DOG	BOXER	JUL	2017	6301	4	CONFISCATED	7/6/2017	RETURNED TO OWNER	7/16/2017	SCAN CHIP	OVER THE COUNTER
33183	DOG	GERM SHEPHERD	APR	2017	4300	6	STRAY	4/3/2017	RETURNED TO OWNER	4/3/2017	SCAN NO CHIP	FIELD
33184	CAT	SIAMESE	JUL	2017	NA	NA	LOST REPORT	7/6/2017	LOST REPORT	7/17/2017	UNABLE TO SCAN	OVER THE COUNTER
33185	CAT	DOMESTIC SH	JUL	2017	11300	8	STRAY	7/14/2017	EUTHANIZED	7/24/2017	SCAN NO CHIP	FIELD
33186	BIRD	PARAKEET	AUG	2017	11200	8	CONFISCATED	8/31/2017	ADOPTION	9/17/2017	SCAN NO CHIP	FIELD
33187	CAT	DOMESTIC SH	SEP	2017	7700	13	CONFISCATED	9/13/2017	EUTHANIZED	9/24/2017	SCAN NO CHIP	FIELD
33188	DOG	PIT BULL	JUN	2017	10500	6	STRAY	6/6/2017	EUTHANIZED	6/17/2017	SCAN NO CHIP	OVER THE COUNTER
33189	DOG	CHIHUAHUA SH	AUG	2017	10601	6	STRAY	8/14/2017	ADOPTION	8/27/2017	SCAN NO CHIP	SWEEP
33190	DOG	CHIHUAHUA LH	MAR	2017	406	2	STRAY	3/15/2017	TRANSFER	3/22/2017	SCAN NO CHIP	FIELD
33191	DOG	AMER BULLDOG	APR	2017	20500	6	STRAY	4/13/2017	EUTHANIZED	4/27/2017	UNABLE TO SCAN	OVER THE COUNTER
33192	DOG	AMERICAN STAFF	MAR	2017	16701	8	STRAY	3/23/2017	ADOPTION	3/28/2017	SCAN NO CHIP	OVER THE COUNTER
33193	DOG	PIT BULL	JUL	2017	18506	10	STRAY	7/27/2017	ADOPTION	8/1/2017	SCAN NO CHIP	FIELD
33194	DOG	PIT BULL	JUL	2017	7815	13	STRAY	7/20/2017	ADOPTION	8/2/2017	SCAN NO CHIP	FIELD
33195	CAT	DOMESTIC SH	MAY	2017	401	2	STRAY	5/23/2017	ADOPTION	5/27/2017	SCAN NO CHIP	OVER THE COUNTER
33196	DOG	GERM SHEPHERD	MAY	2017	7102	2	OWNER SURRENDER	5/30/2017	TRANSFER	6/5/2017	SCAN CHIP	OVER THE COUNTER
33197	DOG	AUST CATTLE DOG	AUG	2017	17004	8	STRAY	8/9/2017	RETURNED TO OWNER	8/13/2017	SCAN NO CHIP	SWEEP
33198	CAT	DOMESTIC SH	AUG	2017	13200	11	STRAY	8/23/2017	ADOPTION	8/30/2017	SCAN NO CHIP	OVER THE COUNTER
33199	CAT	DOMESTIC SH	JUL	2017	8802	4	STRAY	7/30/2017	TRANSFER	8/16/2017	SCAN NO CHIP	FIELD
33200	DOG	CHIHUAHUA LH	SEP	2017	20400	2	CONFISCATED	9/6/2017	TRANSFER	9/6/2017	SCAN NO CHIP	FIELD
33201	DOG	YORKSHIRE TERR	AUG	2017	12604	9	STRAY	8/30/2017	TRANSFER	9/4/2017	SCAN NO CHIP	FIELD
33202	DOG	CHIHUAHUA SH	NOV	2016	12500	9	OWNER SURRENDER	11/14/2016	TRANSFER	11/17/2016	SCAN NO CHIP	OVER THE COUNTER
33203	CAT	DOMESTIC SH	MAR	2017	4600	1	OWNER SURRENDER	3/29/2017	EUTHANIZED	3/29/2017	SCAN NO CHIP	OVER THE COUNTER
33204	DOG	GOLDEN RETR	SEP	2017	20500	6	OWNER SURRENDER	9/25/2017	TRANSFER	10/3/2017	SCAN NO CHIP	OVER THE COUNTER
33205	DOG	GERM SHEPHERD	MAY	2017	9303	5	STRAY	5/28/2017	RETURNED TO OWNER	5/30/2017	SCAN NO CHIP	SWEEP
33206	DOG	PIT BULL	SEP	2017	8802	4	STRAY	9/24/2017	OTHER	NA	SCAN NO CHIP	SWEEP
33207	DOG	POODLE MIN	JUL	2017	11200	8	STRAY	7/18/2017	ADOPTION	7/28/2017	SCAN NO CHIP	OVER THE COUNTER
33208	DOG	CHIHUAHUA SH	NOV	2016	12500	9	OWNER SURRENDER	11/14/2016	ADOPTION	11/17/2016	SCAN NO CHIP	OVER THE COUNTER
33209	CAT	DOMESTIC SH	AUG	2017	5600	4	STRAY	8/5/2017	EUTHANIZED	8/5/2017	SCAN NO CHIP	OVER THE COUNTER
33210	DOG	DUTCH SHEEPDOG	SEP	2017	20500	6	OWNER SURRENDER	9/3/2017	TRANSFER	9/5/2017	SCAN CHIP	OVER THE COUNTER
33211	DOG	ROTTWEILER	MAY	2017	17004	8	STRAY	5/27/2017	EUTHANIZED	5/31/2017	SCAN NO CHIP	FIELD
33212	DOG	BICHON FRISE	JUL	2017	9301	5	STRAY	7/19/2017	ADOPTION	7/26/2017	SCAN NO CHIP	FIELD
33213	CAT	DOMESTIC SH	MAR	2017	1502	2	OWNER SURRENDER	3/3/2017	TRANSFER	3/17/2017	UNABLE TO SCAN	OVER THE COUNTER
33214	DOG	CHIHUAHUA SH	AUG	2017	11602	8	STRAY	8/3/2017	TRANSFER	8/14/2017	SCAN NO CHIP	SWEEP
33215	DOG	GERM SHEPHERD	SEP	2017	9802	6	STRAY	9/16/2017	RETURNED TO OWNER	9/17/2017	SCAN NO CHIP	SWEEP
33216	DOG	BOXER	JUN	2017	10101	6	STRAY	6/9/2017	DIED	6/13/2017	SCAN NO CHIP	SWEEP
33217	DOG	GERM SHEPHERD	JUN	2017	17102	8	OWNER SURRENDER	6/10/2017	EUTHANIZED	6/10/2017	SCAN NO CHIP	OVER THE COUNTER
33218	DOG	LABRADOR RETR	MAY	2017	8703	4	STRAY	5/25/2017	EUTHANIZED	6/12/2017	SCAN NO CHIP	FIELD
33219	DOG	ANATOL SHEPHERD	SEP	2017	20500	6	OWNER SURRENDER	9/15/2017	ADOPTION	9/18/2017	SCAN CHIP	OVER THE COUNTER
33220	CAT	DOMESTIC SH	SEP	2017	17004	8	STRAY	9/9/2017	EUTHANIZED	9/9/2017	SCAN NO CHIP	FIELD
33221	CAT	DOMESTIC SH	JUN	2017	12500	9	STRAY	6/23/2017	TRANSFER	6/29/2017	SCAN NO CHIP	FIELD
33222	DOG	PIT BULL	APR	2017	8705	8	STRAY	4/28/2017	EUTHANIZED	5/2/2017	SCAN NO CHIP	FIELD
33223	DOG	GERM SHEPHERD	JUL	2017	16703	8	STRAY	7/17/2017	ADOPTION	7/27/2017	SCAN NO CHIP	OVER THE COUNTER
33224	DOG	PIT BULL	AUG	2017	9304	8	CONFISCATED	8/26/2017	RETURNED TO OWNER	9/12/2017	SCAN NO CHIP	FIELD
33225	DOG	LABRADOR RETR	SEP	2017	9402	6	STRAY	9/21/2017	RETURNED TO OWNER	9/25/2017	SCAN CHIP	OVER THE COUNTER
33226	CAT	DOMESTIC SH	AUG	2017	12400	9	OWNER SURRENDER	8/15/2017	EUTHANIZED	9/15/2017	UNABLE TO SCAN	OVER THE COUNTER
33227	DOG	GERM SHEPHERD	AUG	2017	10804	3	OWNER SURRENDER	8/11/2017	DEAD ON ARRIVAL	8/11/2017	SCAN NO CHIP	OVER THE COUNTER
33228	CAT	DOMESTIC SH	JAN	2017	11105	8	STRAY	1/26/2017	ADOPTION	1/31/2017	SCAN NO CHIP	OVER THE COUNTER
33229	DOG	PIT BULL	JUN	2017	5500	4	CONFISCATED	6/8/2017	RETURNED TO OWNER	6/19/2017	SCAN NO CHIP	FIELD
33230	CAT	DOMESTIC SH	AUG	2017	3101	14	STRAY	8/2/2017	ADOPTION	8/16/2017	SCAN NO CHIP	OVER THE COUNTER
33231	DOG	ROTTWEILER	AUG	2017	6800	1	STRAY	8/15/2017	RETURNED TO OWNER	8/15/2017	SCAN NO CHIP	FIELD
33232	CAT	DOMESTIC SH	SEP	2017	11900	5	STRAY	9/9/2017	TRANSFER	9/13/2017	SCAN NO CHIP	FIELD
33233	DOG	CHIHUAHUA SH	NOV	2016	20500	6	CONFISCATED	11/9/2016	ADOPTION	11/26/2016	SCAN NO CHIP	OVER THE COUNTER
33234	DOG	BEAGLE	APR	2017	20500	6	OWNER SURRENDER	4/5/2017	ADOPTION	4/7/2017	SCAN CHIP	OVER THE COUNTER
33235	DOG	PIT BULL	SEP	2017	11601	8	OWNER SURRENDER	9/17/2017	ADOPTION	9/18/2017	SCAN NO CHIP	FIELD
33236	DOG	LABRADOR RETR	JUL	2017	20500	6	OWNER SURRENDER	7/10/2017	EUTHANIZED	7/15/2017	SCAN CHIP	OVER THE COUNTER
33237	DOG	LABRADOR RETR	SEP	2017	3800	7	STRAY	9/19/2017	ADOPTION	9/27/2017	SCAN NO CHIP	FIELD
