animal_id	animal_type	animal_breed	month	year	census_tract	council_district	intake_type	intake_date	outcome_type	outcome_date	chip_status	animal_origin
33238	DOG	GERM SHEPHERD	MAY	2017	2400	2	STRAY	5/4/2017	ADOPTION	5/9/2017	SCAN NO CHIP	OVER THE COUNTER
33239	CAT	DOMESTIC SH	MAY	2017	4900	4	STRAY	5/8/2017	TRANSFER	7/22/2017	SCAN NO CHIP	OVER THE COUNTER
33240	CAT	DOMESTIC SH	MAY	2017	6100	4	STRAY	5/12/2017	TRANSFER	5/14/2017	SCAN NO CHIP	OVER THE COUNTER
33241	CAT	DOMESTIC SH	MAR	2017	5300	1	STRAY	3/19/2017	TRANSFER	3/24/2017	UNABLE TO SCAN	OVER THE COUNTER
33242	DOG	POMERANIAN	MAY	2017	2500	2	STRAY	5/5/2017	RETURNED TO OWNER	5/5/2017	SCAN NO CHIP	SWEEP
33243	DOG	SIBERIAN HUSKY	MAY	2017	7102	2	STRAY	5/11/2017	RETURNED TO OWNER	5/11/2017	SCAN NO CHIP	FIELD
33244	DOG	CHIHUAHUA SH	DEC	2016	7820	13	STRAY	12/5/2016	ADOPTION	12/19/2016	SCAN NO CHIP	OVER THE COUNTER
33245	DOG	CAIRN TERRIER	JUN	2017	17605	7	OWNER SURRENDER	6/16/2017	ADOPTION	6/21/2017	SCAN NO CHIP	FIELD
33246	DOG	PIT BULL	JUL	2017	10804	3	OWNER SURRENDER	7/3/2017	ADOPTION	7/20/2017	SCAN CHIP	OVER THE COUNTER
33247	DOG	AKITA	JUN	2017	4201	1	OWNER SURRENDER	6/4/2017	EUTHANIZED	6/4/2017	SCAN NO CHIP	OVER THE COUNTER
33248	CAT	DOMESTIC MH	MAY	2017	10601	6	STRAY	5/19/2017	EUTHANIZED	5/19/2017	SCAN NO CHIP	OVER THE COUNTER
33249	CAT	DOMESTIC MH	MAR	2017	6301	4	STRAY	3/2/2017	TRANSFER	3/13/2017	SCAN NO CHIP	OVER THE COUNTER
33250	DOG	PIT BULL	NOV	2016	7605	13	STRAY	11/11/2016	EUTHANIZED	11/11/2016	SCAN NO CHIP	OVER THE COUNTER
33251	DOG	PIT BULL	SEP	2017	11002	4	STRAY	9/3/2017	ADOPTION	9/9/2017	SCAN NO CHIP	FIELD
33252	CAT	AMER SH	APR	2017	11103	3	STRAY	4/17/2017	TRANSFER	4/23/2017	UNABLE TO SCAN	FIELD
33253	CAT	DOMESTIC SH	JUL	2017	10803	3	STRAY	7/11/2017	TRANSFER	7/13/2017	SCAN NO CHIP	OVER THE COUNTER
33254	CAT	DOMESTIC SH	NOV	2016	11002	4	STRAY	11/21/2016	ADOPTION	11/30/2016	UNABLE TO SCAN	OVER THE COUNTER
33255	DOG	WHIPPET	JUL	2017	11800	5	STRAY	7/19/2017	EUTHANIZED	8/4/2017	SCAN NO CHIP	SWEEP
33256	DOG	PIT BULL	DEC	2016	7821	13	OWNER SURRENDER	12/15/2016	EUTHANIZED	12/16/2016	SCAN NO CHIP	OVER THE COUNTER
33257	DOG	PIT BULL	APR	2017	6301	4	STRAY	4/23/2017	EUTHANIZED	4/27/2017	SCAN NO CHIP	FIELD
33258	WILDLIFE	RACCOON	JUL	2017	18505	10	WILDLIFE	7/25/2017	EUTHANIZED	7/25/2017	SCAN NO CHIP	FIELD
33259	DOG	POINTER	MAR	2017	12100	7	OWNER SURRENDER	3/21/2017	ADOPTION	3/25/2017	SCAN NO CHIP	OVER THE COUNTER
33260	CAT	DOMESTIC SH	MAR	2017	11103	3	OWNER SURRENDER	3/9/2017	FOSTER	3/11/2017	SCAN NO CHIP	OVER THE COUNTER
33261	DOG	YORKSHIRE TERR	AUG	2017	1204	2	STRAY	8/20/2017	RETURNED TO OWNER	8/20/2017	SCAN NO CHIP	SWEEP
33262	DOG	FOX TERR WIRE	SEP	2017	11001	3	OWNER SURRENDER	9/18/2017	ADOPTION	9/21/2017	SCAN NO CHIP	OVER THE COUNTER
33263	CAT	DOMESTIC SH	JUN	2017	16520	3	STRAY	6/14/2017	TRANSFER	6/19/2017	SCAN NO CHIP	OVER THE COUNTER
33264	CAT	DOMESTIC SH	APR	2017	11602	8	STRAY	4/25/2017	TRANSFER	4/27/2017	UNABLE TO SCAN	FIELD
33265	DOG	GERM SHEPHERD	JUN	2017	9101	5	OWNER SURRENDER	6/13/2017	EUTHANIZED	6/15/2017	SCAN NO CHIP	OVER THE COUNTER
33266	BIRD	PARAKEET	AUG	2017	11200	8	CONFISCATED	8/31/2017	ADOPTION	9/16/2017	SCAN NO CHIP	FIELD
33267	DOG	PIT BULL	AUG	2017	17004	8	OWNER SURRENDER	8/23/2017	ADOPTION	9/9/2017	SCAN NO CHIP	FIELD
33268	DOG	PIT BULL	SEP	2017	3902	7	OWNER SURRENDER	9/24/2017	OTHER	NA	SCAN NO CHIP	FIELD
33269	DOG	PIT BULL	NOV	2016	7605	13	STRAY	11/11/2016	EUTHANIZED	11/11/2016	SCAN NO CHIP	OVER THE COUNTER
33270	DOG	POODLE MIN	JUN	2017	19208	11	OWNER SURRENDER	6/20/2017	TRANSFER	6/24/2017	SCAN CHIP	OVER THE COUNTER
33271	CAT	DOMESTIC LH	MAY	2017	7201	6	STRAY	5/15/2017	FOSTER	5/22/2017	SCAN NO CHIP	FIELD
33272	DOG	LABRADOR RETR	JUL	2017	31719	12	STRAY	7/19/2017	RETURNED TO OWNER	7/20/2017	SCAN CHIP	OVER THE COUNTER
33273	DOG	CHIHUAHUA SH	SEP	2017	8802	4	OWNER SURRENDER	9/30/2017	ADOPTION	10/8/2017	SCAN NO CHIP	FIELD
33274	DOG	PIT BULL	DEC	2016	7821	13	OWNER SURRENDER	12/15/2016	ADOPTION	12/20/2016	SCAN NO CHIP	OVER THE COUNTER
33275	CAT	DOMESTIC SH	SEP	2017	6700	3	STRAY	9/22/2017	FOSTER	10/2/2017	SCAN NO CHIP	OVER THE COUNTER
33276	DOG	LABRADOR RETR	MAY	2017	5901	4	OWNER SURRENDER	5/31/2017	EUTHANIZED	6/1/2017	SCAN NO CHIP	SWEEP
33277	DOG	LABRADOR RETR	FEB	2017	7818	13	OWNER SURRENDER	2/7/2017	ADOPTION	2/9/2017	SCAN NO CHIP	OVER THE COUNTER
33278	DOG	MALTESE	APR	2017	20500	6	OWNER SURRENDER	4/1/2017	DEAD ON ARRIVAL	4/1/2017	SCAN NO CHIP	OVER THE COUNTER
33279	DOG	ROTTWEILER	AUG	2017	11200	4	STRAY	8/4/2017	TRANSFER	8/12/2017	SCAN NO CHIP	FIELD
33280	CAT	DOMESTIC MH	AUG	2017	19213	11	STRAY	8/28/2017	TRANSFER	9/4/2017	SCAN NO CHIP	OVER THE COUNTER
33281	DOG	PIT BULL	FEB	2017	5500	4	STRAY	2/24/2017	EUTHANIZED	3/9/2017	SCAN NO CHIP	FIELD
33282	DOG	PIT BULL	JUN	2017	6301	4	STRAY	6/11/2017	EUTHANIZED	6/23/2017	SCAN NO CHIP	OVER THE COUNTER
33283	DOG	PUG	SEP	2017	17101	8	STRAY	9/13/2017	RETURNED TO OWNER	9/13/2017	SCAN NO CHIP	SWEEP
33284	CAT	DOMESTIC SH	JUN	2017	9101	5	STRAY	6/2/2017	EUTHANIZED	6/17/2017	SCAN NO CHIP	FIELD
33285	DOG	CHIHUAHUA SH	JUL	2017	UKNOWN	WN	FOUND REPORT	7/25/2017	FOUND REPORT	8/5/2017	UNABLE TO SCAN	OVER THE COUNTER
33286	CAT	DOMESTIC SH	JUN	2017	20500	6	STRAY	6/20/2017	EUTHANIZED	6/25/2017	SCAN NO CHIP	OVER THE COUNTER
33287	DOG	AM PIT BULL TER	JUN	2017	75201	1	LOST REPORT	6/9/2017	LOST REPORT	6/21/2017	UNABLE TO SCAN	OVER THE COUNTER
33288	DOG	PIT BULL	MAR	2017	11701	5	STRAY	3/24/2017	ADOPTION	4/3/2017	SCAN NO CHIP	FIELD
33289	DOG	PIT BULL	NOV	2016	7605	13	STRAY	11/11/2016	EUTHANIZED	11/11/2016	SCAN NO CHIP	OVER THE COUNTER
33290	DOG	PIT BULL	NOV	2016	7605	13	STRAY	11/11/2016	EUTHANIZED	11/11/2016	SCAN NO CHIP	OVER THE COUNTER
33291	DOG	PIT BULL	AUG	2017	4201	1	STRAY	8/8/2017	ADOPTION	8/17/2017	SCAN NO CHIP	FIELD
33292	DOG	ROTTWEILER	MAR	2017	9101	5	OWNER SURRENDER	3/1/2017	ADOPTION	3/17/2017	SCAN NO CHIP	SWEEP
33293	DOG	GERM SHEPHERD	AUG	2017	9607	13	STRAY	8/1/2017	RETURNED TO OWNER	8/4/2017	SCAN NO CHIP	FIELD
33294	DOG	LABRADOR RETR	JUL	2017	10701	3	STRAY	7/8/2017	ADOPTION	7/13/2017	SCAN NO CHIP	OVER THE COUNTER
33295	CAT	DOMESTIC SH	SEP	2017	5200	1	STRAY	9/20/2017	FOSTER	9/28/2017	SCAN NO CHIP	OVER THE COUNTER
33296	DOG	GERM SHEPHERD	DEC	2016	2500	2	OWNER SURRENDER	12/4/2016	ADOPTION	12/11/2016	SCAN NO CHIP	OVER THE COUNTER
33297	CAT	DOMESTIC SH	SEP	2017	10601	6	STRAY	9/27/2017	TRANSFER	10/1/2017	SCAN NO CHIP	FIELD
33298	CAT	DOMESTIC SH	MAY	2017	13626	11	OWNER SURRENDER	5/8/2017	EUTHANIZED	5/14/2017	SCAN NO CHIP	OVER THE COUNTER
33299	DOG	PIT BULL	MAY	2017	8703	4	STRAY	5/3/2017	EUTHANIZED	5/7/2017	UNABLE TO SCAN	FIELD
33300	DOG	PIT BULL	JUL	2017	8400	5	STRAY	7/17/2017	ADOPTION	7/25/2017	SCAN NO CHIP	SWEEP
33301	CAT	DOMESTIC SH	AUG	2017	5300	1	STRAY	8/5/2017	ADOPTION	8/10/2017	SCAN NO CHIP	OVER THE COUNTER
33302	DOG	LABRADOR RETR	AUG	2017	2702	7	STRAY	8/21/2017	TRANSFER	8/24/2017	SCAN NO CHIP	OVER THE COUNTER
33303	DOG	ROTTWEILER	APR	2017	20500	6	LOST REPORT	4/5/2017	LOST REPORT	4/23/2017	UNABLE TO SCAN	OVER THE COUNTER
33304	DOG	PIT BULL	JUL	2017	2400	2	OWNER SURRENDER	7/6/2017	EUTHANIZED	7/7/2017	SCAN NO CHIP	OVER THE COUNTER
33305	WILDLIFE	MOUSE	AUG	2017	20500	6	WILDLIFE	8/1/2017	EUTHANIZED	8/1/2017	SCAN NO CHIP	OVER THE COUNTER
33306	DOG	BELG MALINOIS	AUG	2017	9304	8	STRAY	8/29/2017	ADOPTION	9/5/2017	SCAN NO CHIP	FIELD
33307	DOG	PIT BULL	NOV	2016	7605	13	STRAY	11/11/2016	EUTHANIZED	11/11/2016	SCAN NO CHIP	OVER THE COUNTER
33308	DOG	BEAGLE	SEP	2017	20300	7	STRAY	9/26/2017	OTHER	NA	SCAN NO CHIP	OVER THE COUNTER
33309	DOG	LABRADOR RETR	APR	2017	3800	7	STRAY	4/8/2017	ADOPTION	4/12/2017	SCAN NO CHIP	FIELD
33310	DOG	GERM SHEPHERD	DEC	2016	2500	2	OWNER SURRENDER	12/4/2016	ADOPTION	12/9/2016	SCAN NO CHIP	OVER THE COUNTER
33311	DOG	CHIHUAHUA SH	DEC	2016	7820	13	STRAY	12/5/2016	TRANSFER	12/12/2016	SCAN NO CHIP	OVER THE COUNTER
33312	DOG	SHIH TZU	SEP	2017	3201	2	CONFISCATED	9/2/2017	TRANSFER	9/2/2017	SCAN NO CHIP	FIELD
33313	DOG	PIT BULL	APR	2017	9900	6	STRAY	4/6/2017	EUTHANIZED	4/10/2017	SCAN NO CHIP	FIELD
33314	DOG	PIT BULL	MAY	2017	3800	7	STRAY	5/3/2017	EUTHANIZED	5/15/2017	SCAN NO CHIP	SWEEP
33315	DOG	CHIHUAHUA SH	JUL	2017	10102	6	OWNER SURRENDER	7/16/2017	EUTHANIZED	7/24/2017	SCAN NO CHIP	OVER THE COUNTER
33316	DOG	PIT BULL	NOV	2016	7605	13	STRAY	11/11/2016	EUTHANIZED	11/11/2016	SCAN NO CHIP	OVER THE COUNTER
33317	CAT	DOMESTIC LH	AUG	2017	10000	6	STRAY	8/14/2017	EUTHANIZED	8/14/2017	SCAN NO CHIP	OVER THE COUNTER
33318	DOG	POODLE MIN	NOV	2016	7605	13	STRAY	11/14/2016	ADOPTION	11/19/2016	SCAN NO CHIP	OVER THE COUNTER
33319	DOG	PIT BULL	MAY	2017	10601	6	STRAY	5/10/2017	ADOPTION	5/20/2017	SCAN NO CHIP	FIELD
33320	DOG	PIT BULL	JUN	2017	12301	7	STRAY	6/28/2017	EUTHANIZED	7/2/2017	SCAN NO CHIP	FIELD
33321	DOG	GERM SHEPHERD	MAR	2017	11200	8	STRAY	3/7/2017	ADOPTION	3/13/2017	SCAN NO CHIP	FIELD
33322	DOG	GERM SHEPHERD	NOV	2016	11200	8	STRAY	11/8/2016	ADOPTION	11/25/2016	SCAN NO CHIP	OVER THE COUNTER
33323	DOG	CAIRN TERRIER	DEC	2016	11101	8	OWNER SURRENDER	12/26/2016	ADOPTION	12/26/2016	SCAN CHIP	OVER THE COUNTER
33324	CAT	DOMESTIC MH	JUN	2017	20500	6	FOSTER	6/14/2017	ADOPTION	6/14/2017	SCAN NO CHIP	OVER THE COUNTER
33325	DOG	SCHNAUZER MIN	MAR	2017	8703	4	STRAY	3/23/2017	TRANSFER	3/27/2017	SCAN NO CHIP	OVER THE COUNTER
33326	DOG	MASTIFF	MAY	2017	603	14	CONFISCATED	5/4/2017	RETURNED TO OWNER	5/13/2017	SCAN NO CHIP	OVER THE COUNTER
33327	CAT	DOMESTIC SH	APR	2017	20500	6	STRAY	4/24/2017	TRANSFER	4/26/2017	SCAN NO CHIP	FIELD
33328	DOG	TIBETAN TERR	SEP	2017	4500	1	OWNER SURRENDER	9/2/2017	EUTHANIZED	9/19/2017	SCAN CHIP	OVER THE COUNTER
33329	CAT	DOMESTIC SH	MAR	2017	17004	8	OWNER SURRENDER	3/27/2017	ADOPTION	4/22/2017	SCAN NO CHIP	OVER THE COUNTER
33330	WILDLIFE	RABBIT SH	AUG	2017	20500	6	WILDLIFE	8/17/2017	WILDLIFE	8/17/2017	SCAN NO CHIP	OVER THE COUNTER
33331	DOG	GERM SHEPHERD	SEP	2017	12500	9	STRAY	9/27/2017	ADOPTION	10/3/2017	SCAN NO CHIP	FIELD
33332	DOG	CHIHUAHUA SH	MAY	2017	10500	6	STRAY	5/19/2017	TRANSFER	5/23/2017	SCAN NO CHIP	OVER THE COUNTER
33333	DOG	ROTTWEILER	MAR	2017	11602	8	STRAY	3/17/2017	EUTHANIZED	3/23/2017	SCAN NO CHIP	FIELD
33334	DOG	PIT BULL	JUN	2017	4300	6	OWNER SURRENDER	6/27/2017	ADOPTION	7/13/2017	SCAN CHIP	OVER THE COUNTER
33335	CAT	DOMESTIC SH	JUN	2017	7201	6	OWNER SURRENDER	6/27/2017	ADOPTION	7/5/2017	SCAN NO CHIP	OVER THE COUNTER
33336	DOG	PIT BULL	JUL	2017	10701	6	STRAY	7/18/2017	EUTHANIZED	7/22/2017	SCAN NO CHIP	OVER THE COUNTER
33337	DOG	SHIH TZU	MAR	2017	NA	NA	FOUND REPORT	3/4/2017	FOUND REPORT	3/4/2017	SCAN NO CHIP	OVER THE COUNTER
33338	CAT	DOMESTIC SH	AUG	2017	6700	3	STRAY	8/31/2017	EUTHANIZED	9/1/2017	SCAN NO CHIP	FIELD
33339	CAT	DOMESTIC SH	MAY	2017	100	14	STRAY	5/9/2017	EUTHANIZED	5/9/2017	SCAN NO CHIP	FIELD
33340	DOG	LHASA APSO	AUG	2017	10704	6	STRAY	8/7/2017	RETURNED TO OWNER	8/8/2017	UNABLE TO SCAN	SWEEP
33341	DOG	LABRADOR RETR	JUN	2017	5700	4	STRAY	6/12/2017	ADOPTION	6/23/2017	SCAN NO CHIP	FIELD
33342	DOG	GERM SHEPHERD	FEB	2017	17102	8	STRAY	2/27/2017	EUTHANIZED	3/3/2017	UNABLE TO SCAN	FIELD
33343	CAT	DOMESTIC SH	SEP	2017	9202	5	STRAY	9/19/2017	EUTHANIZED	9/27/2017	SCAN NO CHIP	OVER THE COUNTER
33344	DOG	CHIHUAHUA SH	MAY	2017	2000	1	STRAY	5/8/2017	ADOPTION	5/18/2017	SCAN NO CHIP	FIELD
33345	DOG	PIT BULL	APR	2017	8604	4	STRAY	4/28/2017	EUTHANIZED	5/10/2017	SCAN NO CHIP	FIELD
33346	DOG	CAIRN TERRIER	MAY	2017	7102	2	STRAY	5/3/2017	RETURNED TO OWNER	5/3/2017	SCAN NO CHIP	FIELD
33347	DOG	PIT BULL	JUN	2017	2400	2	STRAY	6/8/2017	RETURNED TO OWNER	6/12/2017	SCAN NO CHIP	FIELD
33348	DOG	PIT BULL	JUN	2017	8900	4	STRAY	6/28/2017	EUTHANIZED	7/17/2017	SCAN NO CHIP	FIELD
33349	WILDLIFE	HAMSTER	MAY	2017	11101	3	STRAY	5/2/2017	TRANSFER	5/4/2017	SCAN NO CHIP	OVER THE COUNTER
33350	DOG	CHIHUAHUA SH	JUN	2017	7302	13	STRAY	6/23/2017	ADOPTION	7/3/2017	SCAN NO CHIP	OVER THE COUNTER
33351	DOG	LABRADOR RETR	AUG	2017	11601	8	STRAY	8/24/2017	TRANSFER	8/31/2017	SCAN NO CHIP	FIELD
33352	CAT	DOMESTIC SH	SEP	2017	13606	11	STRAY	9/12/2017	TRANSFER	9/14/2017	SCAN NO CHIP	FIELD
33353	DOG	CHIHUAHUA SH	JUL	2017	17003	8	OWNER SURRENDER	7/28/2017	TRANSFER	8/2/2017	SCAN NO CHIP	SWEEP
33354	CAT	DOMESTIC SH	FEB	2017	10000	2	STRAY	2/23/2017	EUTHANIZED	2/23/2017	SCAN NO CHIP	OVER THE COUNTER
33355	CAT	DOMESTIC SH	JUN	2017	4100	4	STRAY	6/15/2017	TRANSFER	6/19/2017	SCAN NO CHIP	OVER THE COUNTER
33356	CAT	DOMESTIC SH	FEB	2017	4400	1	STRAY	2/23/2017	TRANSFER	2/27/2017	SCAN NO CHIP	OVER THE COUNTER
33357	CAT	DOMESTIC MH	JUL	2017	12000	5	STRAY	7/21/2017	TRANSFER	7/23/2017	SCAN NO CHIP	OVER THE COUNTER
33358	DOG	CHIHUAHUA SH	MAR	2017	10801	3	STRAY	3/9/2017	ADOPTION	3/17/2017	SCAN NO CHIP	FIELD
33359	DOG	PIT BULL	MAY	2017	16701	8	STRAY	5/14/2017	ADOPTION	5/18/2017	SCAN NO CHIP	FIELD
33360	DOG	ALASKAN HUSKY	APR	2017	10704	6	STRAY	4/17/2017	ADOPTION	4/21/2017	SCAN NO CHIP	FIELD
33361	DOG	GERM SHEPHERD	AUG	2017	5901	4	OWNER SURRENDER	8/16/2017	TRANSFER	8/20/2017	SCAN NO CHIP	OVER THE COUNTER
33362	DOG	PIT BULL	AUG	2017	17101	8	STRAY	8/6/2017	ADOPTION	8/15/2017	SCAN NO CHIP	SWEEP
33363	DOG	GREAT PYRENEES	JUN	2017	11702	5	STRAY	6/22/2017	RETURNED TO OWNER	6/23/2017	SCAN NO CHIP	SWEEP
33364	DOG	LABRADOR RETR	JUN	2017	11401	8	STRAY	6/24/2017	RETURNED TO OWNER	6/24/2017	SCAN NO CHIP	SWEEP
33365	DOG	GERM SHEPHERD	SEP	2017	11101	8	OWNER SURRENDER	9/19/2017	DEAD ON ARRIVAL	9/19/2017	SCAN CHIP	OVER THE COUNTER
33366	DOG	PIT BULL	MAR	2017	11701	5	STRAY	3/9/2017	TRANSFER	3/20/2017	SCAN NO CHIP	FIELD
33367	DOG	PIT BULL	SEP	2017	17102	8	STRAY	9/30/2017	RETURNED TO OWNER	9/30/2017	UNABLE TO SCAN	SWEEP
33368	DOG	LABRADOR RETR	SEP	2017	10903	3	OWNER SURRENDER	9/16/2017	ADOPTION	9/19/2017	SCAN NO CHIP	OVER THE COUNTER
33369	DOG	SCHNAUZER STAND	MAR	2017	17004	8	STRAY	3/3/2017	TRANSFER	3/7/2017	SCAN NO CHIP	OVER THE COUNTER
33370	DOG	TOY FOX TERRIER	MAR	2017	12500	9	OWNER SURRENDER	3/16/2017	EUTHANIZED	3/16/2017	SCAN NO CHIP	OVER THE COUNTER
33371	CAT	DOMESTIC SH	SEP	2017	10000	6	STRAY	9/25/2017	FOSTER	9/25/2017	SCAN NO CHIP	OVER THE COUNTER
33372	DOG	PIT BULL	AUG	2017	4201	1	STRAY	8/13/2017	ADOPTION	8/19/2017	SCAN NO CHIP	OVER THE COUNTER
33373	DOG	PIT BULL	FEB	2017	17605	7	OWNER SURRENDER	2/28/2017	EUTHANIZED	3/3/2017	SCAN NO CHIP	FIELD
33374	DOG	GERM SHEPHERD	MAR	2017	3901	7	STRAY	3/8/2017	EUTHANIZED	3/12/2017	SCAN NO CHIP	FIELD
33375	CAT	DOMESTIC SH	MAY	2017	4800	4	STRAY	5/8/2017	TRANSFER	5/8/2017	SCAN NO CHIP	OVER THE COUNTER
33376	DOG	MIN PINSCHER	MAR	2017	12701	9	STRAY	3/13/2017	ADOPTION	3/26/2017	SCAN CHIP	OVER THE COUNTER
33377	DOG	CHIHUAHUA SH	JUN	2017	5400	4	STRAY	6/7/2017	FOSTER	6/7/2017	SCAN NO CHIP	OVER THE COUNTER
33378	DOG	CHIHUAHUA SH	SEP	2017	11103	3	STRAY	9/16/2017	ADOPTION	9/20/2017	SCAN NO CHIP	SWEEP
33379	DOG	PIT BULL	AUG	2017	6501	1	STRAY	8/28/2017	ADOPTION	9/9/2017	SCAN NO CHIP	FIELD
33380	DOG	GERM SHEPHERD	JUN	2017	4300	6	OWNER SURRENDER	6/21/2017	TRANSFER	7/1/2017	SCAN CHIP	FIELD
33381	CAT	DOMESTIC SH	MAY	2017	17102	8	OWNER SURRENDER	5/3/2017	DIED	5/4/2017	SCAN NO CHIP	FIELD
33382	DOG	GERM SHEPHERD	FEB	2017	5902	4	STRAY	2/28/2017	TRANSFER	3/6/2017	SCAN NO CHIP	FIELD
33383	BIRD	PIGEON	AUG	2017	12204	7	WILDLIFE	8/21/2017	WILDLIFE	8/22/2017	SCAN NO CHIP	FIELD
33384	DOG	CHIHUAHUA SH	JUN	2017	10701	6	STRAY	6/7/2017	EUTHANIZED	6/23/2017	SCAN NO CHIP	OVER THE COUNTER
33385	DOG	CHIHUAHUA SH	JUL	2017	3700	7	STRAY	7/30/2017	RETURNED TO OWNER	7/30/2017	SCAN NO CHIP	SWEEP
33386	DOG	SHIBA INU	MAY	2017	75219	19	LOST REPORT	5/21/2017	LOST REPORT	6/1/2017	UNABLE TO SCAN	OVER THE COUNTER
33387	CAT	DOMESTIC SH	JUL	2017	12301	7	STRAY	7/28/2017	TRANSFER	8/23/2017	SCAN NO CHIP	FIELD
33388	DOG	LABRADOR RETR	JUN	2017	12207	7	STRAY	6/15/2017	ADOPTION	6/28/2017	SCAN NO CHIP	FIELD
33389	DOG	PIT BULL	SEP	2017	6700	3	STRAY	9/3/2017	ADOPTION	9/11/2017	SCAN NO CHIP	FIELD
33390	CAT	DOMESTIC SH	APR	2017	6502	3	STRAY	4/11/2017	FOSTER	4/17/2017	SCAN NO CHIP	OVER THE COUNTER
33391	DOG	LABRADOR RETR	SEP	2017	19208	11	STRAY	9/19/2017	RETURNED TO OWNER	9/19/2017	SCAN CHIP	FIELD
33392	DOG	CAIRN TERRIER	SEP	2017	5300	1	STRAY	9/18/2017	RETURNED TO OWNER	9/19/2017	SCAN CHIP	FIELD
33393	DOG	PIT BULL	SEP	2017	11701	5	STRAY	9/23/2017	TRANSFER	9/27/2017	SCAN NO CHIP	OVER THE COUNTER
33394	CAT	DOMESTIC SH	AUG	2017	9104	5	STRAY	8/21/2017	TRANSFER	9/6/2017	SCAN NO CHIP	FIELD
33395	DOG	GERM SHEPHERD	AUG	2017	13620	11	OWNER SURRENDER	8/13/2017	ADOPTION	8/20/2017	SCAN NO CHIP	OVER THE COUNTER
33396	DOG	PIT BULL	MAR	2017	NA	NA	LOST REPORT	3/17/2017	LOST REPORT	3/28/2017	SCAN NO CHIP	OVER THE COUNTER
33397	CAT	DOMESTIC MH	MAY	2017	8705	8	OWNER SURRENDER	5/22/2017	ADOPTION	5/31/2017	SCAN NO CHIP	OVER THE COUNTER
33398	DOG	CHIHUAHUA SH	SEP	2017	20400	2	CONFISCATED	9/2/2017	TRANSFER	9/2/2017	SCAN NO CHIP	FIELD
33399	DOG	MALTESE	MAY	2017	8400	5	STRAY	5/31/2017	RETURNED TO OWNER	5/31/2017	SCAN NO CHIP	SWEEP
33400	DOG	GERM SHEPHERD	MAR	2017	17102	8	STRAY	3/1/2017	TRANSFER	3/15/2017	SCAN CHIP	FIELD
33401	DOG	CHIHUAHUA SH	SEP	2017	10102	6	OWNER SURRENDER	9/30/2017	OTHER	NA	SCAN NO CHIP	OVER THE COUNTER
33402	DOG	PIT BULL	AUG	2017	20200	8	STRAY	8/15/2017	ADOPTION	8/22/2017	SCAN NO CHIP	FIELD
33403	DOG	PIT BULL	JUN	2017	5901	4	OWNER SURRENDER	6/23/2017	EUTHANIZED	6/30/2017	SCAN NO CHIP	OVER THE COUNTER
33404	DOG	GERM SHEPHERD	JUN	2017	11702	5	STRAY	6/24/2017	RETURNED TO OWNER	6/29/2017	SCAN NO CHIP	FIELD
33405	DOG	CHIHUAHUA LH	JUL	2017	7818	13	OWNER SURRENDER	7/11/2017	TRANSFER	7/18/2017	SCAN NO CHIP	OVER THE COUNTER
33406	DOG	PIT BULL	MAR	2017	11002	4	CONFISCATED	3/10/2017	ADOPTION	3/31/2017	SCAN NO CHIP	FIELD
33407	DOG	GREAT PYRENEES	JUL	2017	406	6	STRAY	7/2/2017	TRANSFER	7/7/2017	SCAN NO CHIP	OVER THE COUNTER
33408	DOG	GERM SHEPHERD	AUG	2017	8703	4	OWNER SURRENDER	8/29/2017	TRANSFER	8/30/2017	SCAN NO CHIP	FIELD
33409	DOG	GERM SHEPHERD	SEP	2017	11701	5	STRAY	9/17/2017	ADOPTION	9/24/2017	SCAN NO CHIP	FIELD
33410	DOG	GERM SHEPHERD	JUN	2017	11103	3	OWNER SURRENDER	6/6/2017	ADOPTION	6/13/2017	SCAN NO CHIP	OVER THE COUNTER
33411	DOG	POMERANIAN	SEP	2017	3201	2	CONFISCATED	9/5/2017	TRANSFER	9/5/2017	SCAN CHIP	FIELD
33412	DOG	PIT BULL	JUN	2017	12400	9	STRAY	6/29/2017	ADOPTION	7/26/2017	SCAN NO CHIP	FIELD
33413	DOG	CAIRN TERRIER	SEP	2017	7811	10	OWNER SURRENDER	9/5/2017	ADOPTION	9/8/2017	SCAN NO CHIP	OVER THE COUNTER
33414	DOG	GERM SHEPHERD	SEP	2017	5600	4	STRAY	9/28/2017	RETURNED TO OWNER	9/28/2017	SCAN NO CHIP	SWEEP
33415	CAT	DOMESTIC SH	MAR	2017	31709	12	FOSTER	3/27/2017	TRANSFER	3/27/2017	SCAN NO CHIP	OVER THE COUNTER
33416	DOG	PHARAOH HOUND	FEB	2017	13610	11	OWNER SURRENDER	2/23/2017	ADOPTION	2/25/2017	SCAN CHIP	FIELD
33417	DOG	CHIHUAHUA SH	SEP	2017	3201	2	CONFISCATED	9/6/2017	TRANSFER	9/6/2017	SCAN NO CHIP	FIELD
33418	DOG	PIT BULL	JUL	2017	8802	4	STRAY	7/29/2017	RETURNED TO OWNER	7/29/2017	SCAN NO CHIP	SWEEP
33419	DOG	LABRADOR RETR	JUN	2017	3901	7	OWNER SURRENDER	6/11/2017	ADOPTION	6/25/2017	SCAN CHIP	OVER THE COUNTER
